Transaction ID,Customer ID,Account Number,Transaction Date,Transaction Type,Transaction Amount,Account Balance,Customer Name,Customer Age,Customer Gender,Account Type,Branch Code,Currency,Transaction Status,Interest Rate (%),Loan Amount,Loan Duration (Years),Credit Score,Monthly Income,Employment Status
T000658,C7941,AC98111969,6/20/2023,Deposit,7634.77,36960.27,Alice Johnson,37,Male,Checking,BR192,GBP,Completed,3.14,,29,569,4391.32,Self-employed
T000659,C8002,AC86961279,4/20/2022,Transfer,3607.25,31979.67,Bob Brown,69,Female,Savings,BR420,USD,Completed,4.33,16767.18,2,561,8040.15,Employed
T000660,C2331,AC63423843,8/11/2023,Withdrawal,9495.8,29596.65,Alice Johnson,61,Male,Credit,BR423,EUR,Pending,2.61,37519.12,,664,2177.55,Employed
T000661,C5261,AC27066318,4/21/2022,Transfer,9626.87,20115.89,John Doe,62,Male,Credit,BR483,USD,Failed,3.87,19460.8,27,348,8261.87,Employed
T000662,C8648,AC60277283,5/2/2022,Withdrawal,6247,18401.45,Carol White,51,Female,Credit,BR674,USD,Completed,4.51,,,817,2725.9,Self-employed
T000663,C6115,AC76447109,4/30/2022,Payment,9293.74,3217.21,John Doe,38,Female,Checking,BR835,USD,Completed,1.87,17819.2,5,417,14710.41,Employed
T000664,C5637,AC21186361,3/3/2022,Deposit,7632.46,11677.53,Carol White,65,Female,Checking,BR836,USD,Completed,4.23,38861.29,,752,12277.7,Employed
T000665,C5854,AC36256629,12/12/2022,Payment,5513.91,1743.67,Bob Brown,40,Female,Credit,BR980,USD,Pending,4.03,6377.25,,696,8371.45,Employed
T000666,C4177,AC76146940,8/21/2022,Withdrawal,1885.05,29489.44,Alice Johnson,23,Male,Credit,BR445,EUR,Completed,2.43,,,326,3125.64,Unemployed
T000667,C8730,AC47998210,5/26/2023,Withdrawal,4640.12,6186.81,Alice Johnson,68,Female,Savings,BR948,GBP,Completed,4.96,27438.51,4,671,9701.79,Self-employed
T000668,C3180,AC38175911,1/2/2022,Withdrawal,5652.66,43777.95,Alice Johnson,30,Female,Savings,BR202,GBP,Pending,2.05,7027.68,27,396,11863.93,Unemployed
T000669,C5892,AC71688718,7/2/2023,Deposit,8653.22,26634.01,Carol White,66,Male,Savings,BR314,EUR,Pending,2.02,,,828,4479.32,Self-employed
T000670,C8043,AC83195232,10/19/2022,Transfer,4865.2,35284.81,Alice Johnson,40,Male,Checking,BR291,GBP,Completed,4.09,,24,485,9386.71,Self-employed
T000671,C1137,AC38207970,6/24/2023,Payment,8986.98,21132,John Doe,26,Male,Credit,BR771,GBP,Completed,2.74,,12,514,12584.74,Unemployed
T000672,C7327,AC21950831,2/22/2023,Payment,6776.05,28468.41,Alice Johnson,34,Female,Checking,BR983,GBP,Pending,2.32,38288.75,,550,11987.22,Self-employed
T000673,C4472,AC44812381,12/21/2022,Transfer,1456.29,47190.3,Bob Brown,19,Male,Credit,BR818,EUR,Failed,1.71,16349,16,515,12438.9,Self-employed
T000674,C6449,AC42386345,12/3/2022,Payment,9950.32,5053.97,John Doe,36,Female,Savings,BR880,EUR,Pending,4.06,16723.29,,328,13431.2,Unemployed
T000675,C3832,AC90716715,8/6/2022,Deposit,5319.6,13442.95,Alice Johnson,36,Male,Savings,BR293,GBP,Failed,4.15,,17,401,14189.87,Employed
T000676,C4579,AC21360589,4/3/2022,Payment,3979.4,39219.43,Alice Johnson,24,Male,Savings,BR479,GBP,Completed,3.27,10291.98,21,422,7271.78,Self-employed
T000677,C6971,AC64181889,6/1/2022,Withdrawal,6625.23,5838.12,Jane Smith,59,Female,Savings,BR502,GBP,Completed,4.83,,,353,9394,Unemployed
T000678,C5164,AC39124900,11/19/2022,Transfer,1178.04,4707.39,Carol White,59,Male,Credit,BR763,USD,Failed,2.27,,,582,12278.57,Self-employed
T000679,C8941,AC55677380,4/7/2022,Deposit,6401.73,18715.53,John Doe,37,Male,Savings,BR848,USD,Pending,1.88,49983.6,,416,11062.82,Unemployed
T000680,C6569,AC38487589,10/30/2022,Transfer,5032.54,5516.23,Jane Smith,26,Male,Credit,BR699,USD,Completed,3.71,27308.02,,413,14941.76,Employed
T000681,C5300,AC25648245,10/9/2022,Deposit,4126.07,29668.84,Bob Brown,34,Male,Credit,BR110,EUR,Failed,4.03,39714.35,2,842,2177.81,Self-employed
T000682,C7269,AC43523310,1/26/2023,Withdrawal,9534.9,12087.49,Carol White,44,Male,Checking,BR286,GBP,Pending,1.9,,25,592,6616.73,Employed
T000683,C4818,AC73640055,10/18/2022,Transfer,5273.14,44889.2,John Doe,64,Female,Savings,BR825,EUR,Failed,1.31,,4,494,5653.36,Employed
T000684,C2906,AC82648934,2/26/2023,Payment,2269.26,39391.5,Alice Johnson,19,Female,Savings,BR114,EUR,Pending,4.24,17150.09,,591,5410.11,Unemployed
T000685,C7254,AC76500568,8/7/2022,Deposit,4643.74,35285.56,John Doe,53,Male,Checking,BR877,EUR,Pending,4.91,,11,560,4892.89,Self-employed
T000686,C1760,AC37364435,6/30/2022,Transfer,9201.94,31230.26,Alice Johnson,36,Female,Credit,BR396,GBP,Pending,3.58,41285.99,17,506,11218.61,Self-employed
T000687,C8830,AC16491878,11/19/2022,Payment,1843.35,43309.82,Carol White,34,Female,Savings,BR510,USD,Pending,2.11,12386.65,12,348,3101.87,Self-employed
T000688,C8350,AC41241029,3/23/2022,Transfer,2218.17,11930.04,Alice Johnson,22,Female,Credit,BR684,GBP,Failed,4.99,24912.93,,305,11640.91,Self-employed
T000689,C7238,AC79069690,5/16/2023,Transfer,228.99,43782.33,Bob Brown,56,Male,Checking,BR151,GBP,Failed,4.57,,,678,11014.54,Self-employed
T000690,C7090,AC12844664,9/8/2022,Transfer,240.48,39685.12,Alice Johnson,35,Male,Credit,BR739,EUR,Failed,3.05,,9,693,5260.45,Unemployed
T000691,C7031,AC44932801,1/30/2022,Deposit,8310.98,37659.88,Bob Brown,24,Male,Savings,BR127,EUR,Failed,4.3,26679.01,5,523,5286.84,Self-employed
T000692,C8687,AC71144226,5/17/2022,Payment,7348.01,28501.53,Carol White,34,Female,Credit,BR676,EUR,Failed,4.26,19289.55,,322,10175.19,Employed
T000693,C9472,AC12090212,5/11/2023,Withdrawal,3614.91,13065.96,Carol White,56,Female,Credit,BR116,USD,Pending,4.74,,,409,11908.22,Employed
T000694,C2887,AC48785284,2/8/2023,Deposit,7013.28,21753.85,John Doe,53,Male,Savings,BR450,USD,Completed,4.36,35119.9,,698,13394.31,Self-employed
T000695,C4266,AC64503422,8/30/2022,Deposit,4012.54,39884.96,Bob Brown,57,Male,Savings,BR527,USD,Completed,3.57,,,471,13077.81,Unemployed
T000696,C1666,AC31320139,6/26/2023,Deposit,9533.68,2557.15,Bob Brown,62,Female,Credit,BR749,GBP,Failed,3.44,15451.96,28,605,14543.48,Unemployed
T000697,C5188,AC35227191,7/6/2022,Withdrawal,9673.82,39320.49,Jane Smith,21,Female,Credit,BR930,EUR,Failed,2.87,,,450,9558,Self-employed
T000698,C1671,AC14600108,8/20/2023,Payment,3988.66,12763.47,Jane Smith,55,Male,Checking,BR328,GBP,Completed,3.51,43825.48,23,727,13812.52,Employed
T000699,C7777,AC88502806,4/17/2022,Payment,8556.8,8071.15,Jane Smith,42,Female,Savings,BR865,USD,Pending,4.18,,,766,12510.67,Self-employed
T000700,C8570,AC79963054,4/8/2022,Payment,7753.58,6669.36,Alice Johnson,22,Female,Credit,BR309,EUR,Failed,4.88,24496.28,20,366,13630.68,Self-employed
T000701,C8956,AC78393246,1/24/2023,Transfer,3169,2335.25,Jane Smith,47,Female,Savings,BR530,USD,Pending,2.87,,27,455,2151.15,Self-employed
T000702,C6124,AC84304906,1/17/2022,Transfer,2397.19,26655.74,Bob Brown,29,Female,Checking,BR393,EUR,Completed,3.29,,,505,14556.74,Unemployed
T000703,C6585,AC47407753,11/19/2022,Transfer,4636.52,11694.73,Alice Johnson,21,Female,Credit,BR842,EUR,Completed,2.78,,22,454,8155.89,Unemployed
T000704,C5777,AC57230658,7/31/2022,Withdrawal,7835.35,49482.16,Carol White,41,Female,Credit,BR852,GBP,Failed,3.67,,21,808,12376.38,Employed
T000705,C4900,AC29432053,3/2/2023,Transfer,9605.66,29147.4,John Doe,46,Female,Credit,BR681,GBP,Pending,3.52,35215.61,29,373,3653.65,Employed
T000706,C7677,AC68016013,4/19/2022,Withdrawal,7659.43,7756.38,Jane Smith,26,Male,Savings,BR203,USD,Failed,1.07,,,348,7147.23,Self-employed
T000707,C7981,AC88981711,7/9/2022,Payment,8566.55,34749.36,Carol White,21,Male,Checking,BR303,GBP,Completed,3.16,,,766,5528.99,Employed
T000708,C7376,AC94928457,5/28/2022,Transfer,6070.34,44989.43,Bob Brown,68,Female,Savings,BR152,GBP,Pending,1.35,36464.39,,478,5791.56,Self-employed
T000709,C1523,AC58436828,7/17/2022,Transfer,8370.54,37513.8,John Doe,41,Female,Credit,BR474,GBP,Failed,1.11,,3,347,3602.32,Employed
T000710,C3393,AC66437579,6/2/2023,Deposit,7865.77,4745.55,Carol White,31,Female,Checking,BR941,EUR,Failed,4.16,23486.42,5,371,12474.93,Self-employed
T000711,C3593,AC80366045,4/12/2023,Withdrawal,3832.16,44898.32,John Doe,22,Male,Credit,BR153,GBP,Failed,2.03,,9,412,2120.15,Unemployed
T000712,C8240,AC99148776,5/19/2023,Payment,5564.7,39902.54,Jane Smith,35,Male,Credit,BR375,USD,Completed,2.36,,7,458,6062.57,Self-employed
T000713,C7937,AC61255428,12/25/2022,Deposit,8067.06,8756.89,Bob Brown,59,Female,Savings,BR434,EUR,Failed,1.26,,,329,4267.34,Unemployed
T000714,C7190,AC57602635,5/7/2023,Deposit,555.96,3537.51,John Doe,36,Male,Credit,BR130,EUR,Pending,1.72,,4,396,9657.51,Unemployed
T000715,C6240,AC92795008,2/23/2022,Payment,8099.98,28308.22,Carol White,29,Female,Checking,BR234,GBP,Failed,4.06,,7,550,5305.28,Employed
T000716,C7493,AC20856760,9/22/2022,Deposit,1861.09,8645.75,Jane Smith,35,Female,Credit,BR157,EUR,Completed,2.97,,5,818,5366.98,Employed
T000717,C3878,AC56350911,9/8/2022,Withdrawal,5195.37,41894.96,Jane Smith,34,Female,Credit,BR204,USD,Failed,4.52,18542.85,,391,8348.4,Unemployed
T000718,C5143,AC76575221,6/15/2023,Withdrawal,8101.93,18558.4,Carol White,47,Female,Savings,BR365,USD,Completed,2.59,29272.07,29,412,10484.96,Self-employed
T000719,C4644,AC58830419,7/9/2022,Transfer,2612.83,45731.73,Carol White,41,Female,Checking,BR621,EUR,Completed,2.07,,,558,3576.96,Self-employed
T000720,C5432,AC28720027,6/29/2023,Deposit,2533.49,28718.72,John Doe,28,Female,Savings,BR595,GBP,Pending,2.39,,,406,4281.65,Employed
T000721,C2276,AC33284856,8/18/2023,Transfer,4087.37,9950.95,Alice Johnson,52,Female,Credit,BR352,GBP,Pending,3.85,21037.21,13,689,5213.27,Self-employed
T000722,C6811,AC60629738,7/27/2023,Deposit,8956.96,7840.34,Jane Smith,40,Male,Savings,BR394,EUR,Failed,3.22,16526.79,22,657,14658.73,Self-employed
T000723,C1302,AC85814820,6/10/2023,Withdrawal,104.38,29247.15,John Doe,34,Female,Savings,BR767,USD,Completed,4.62,,16,498,7162.98,Self-employed
T000724,C1638,AC65757486,8/5/2023,Withdrawal,9023.69,38332.3,Carol White,18,Male,Savings,BR257,EUR,Completed,3.41,,7,726,9786.87,Unemployed
T000725,C1055,AC42446436,8/7/2023,Withdrawal,1622.69,39293.78,John Doe,32,Female,Savings,BR648,GBP,Pending,2.97,,,777,5140.06,Unemployed
T000726,C9717,AC19714891,10/28/2022,Deposit,9901.86,14512.11,Carol White,49,Female,Credit,BR730,GBP,Pending,4.14,,,802,8375.97,Self-employed
T000727,C9150,AC35258148,4/4/2022,Withdrawal,9552.99,11008.09,Bob Brown,26,Male,Credit,BR166,EUR,Failed,4.79,,,419,2963.55,Employed
T000728,C3125,AC12320688,5/15/2023,Deposit,4997.28,1821.06,Carol White,32,Male,Checking,BR853,USD,Completed,2.42,,,608,2451.65,Self-employed
T000729,C1364,AC11805808,8/20/2022,Transfer,5175.93,34280.76,Carol White,45,Female,Savings,BR398,EUR,Pending,2,34991.16,,837,8093.54,Employed
T000730,C7809,AC86818039,3/26/2023,Deposit,4867.34,4751.84,Carol White,41,Male,Savings,BR562,USD,Failed,3.46,,,774,7182.57,Unemployed
T000731,C5621,AC48090551,11/27/2022,Transfer,6390.89,21617.3,Alice Johnson,52,Female,Checking,BR824,USD,Completed,3,,,643,3779.44,Self-employed
T000732,C6126,AC97901550,7/24/2022,Deposit,998.14,30482.43,Carol White,39,Female,Savings,BR919,EUR,Completed,4.96,9804.03,,435,10938.82,Self-employed
T000733,C6122,AC88774891,5/20/2022,Transfer,422.92,46918.34,Jane Smith,44,Male,Checking,BR200,EUR,Pending,2.85,41747.92,,576,14907.75,Employed
T000734,C2646,AC47176570,6/7/2023,Withdrawal,671.26,16278.3,Jane Smith,36,Male,Credit,BR155,USD,Failed,1.3,34482.75,,832,7143.41,Employed
T000735,C1918,AC88037948,2/26/2023,Transfer,4499.22,13238.84,John Doe,62,Male,Checking,BR431,USD,Pending,4.91,27824.18,7,330,10119.26,Self-employed
T000736,C3797,AC22617619,5/19/2022,Withdrawal,2827.92,33053.85,Alice Johnson,29,Male,Savings,BR935,USD,Failed,4.37,,3,546,14518.69,Self-employed
T000737,C7506,AC94823921,5/26/2023,Withdrawal,6258.19,31342.71,John Doe,37,Female,Checking,BR850,USD,Completed,1.71,13291.23,5,710,12809.95,Employed
T000738,C6870,AC87064525,9/14/2022,Transfer,9925.18,17273.38,Jane Smith,18,Male,Credit,BR492,GBP,Failed,4.62,9790.14,,326,8026.18,Unemployed
T000739,C2531,AC63175588,5/25/2023,Deposit,3924.6,46476.99,Jane Smith,38,Male,Savings,BR842,EUR,Failed,2.36,,15,372,11587.36,Employed
T000740,C9172,AC97818521,1/6/2022,Deposit,5781.03,42398.25,Bob Brown,66,Male,Credit,BR973,USD,Failed,2.51,13984.19,,396,3665.76,Self-employed
T000741,C4345,AC44761500,3/14/2022,Payment,4214.48,11975.14,Carol White,62,Male,Credit,BR480,EUR,Failed,4.63,7694.36,,645,8657.35,Unemployed
T000742,C8673,AC74437248,7/27/2023,Deposit,8487.99,12717.98,Jane Smith,18,Male,Checking,BR191,USD,Failed,3.12,,8,775,5627.78,Unemployed
T000743,C7949,AC35560098,7/17/2022,Payment,9032.14,26102.72,John Doe,27,Female,Credit,BR890,EUR,Pending,1.55,,,599,4095.13,Unemployed
T000744,C7882,AC73131845,9/17/2022,Deposit,8785.82,38905.03,John Doe,64,Female,Savings,BR546,EUR,Failed,2.48,,9,598,7541.65,Unemployed
T000745,C2906,AC25702852,2/7/2023,Deposit,9746.29,3157.98,Carol White,49,Male,Credit,BR208,USD,Failed,3.89,,,586,3703.19,Self-employed
T000746,C4086,AC51055392,6/21/2023,Withdrawal,372.44,34973.42,Carol White,56,Male,Credit,BR416,USD,Completed,1.7,,,748,11086.81,Unemployed
T000747,C9152,AC41073264,9/15/2022,Payment,8414.18,32763.56,Bob Brown,39,Female,Checking,BR267,EUR,Failed,3.36,,2,511,7931.12,Employed
T000748,C6750,AC54336333,6/13/2022,Deposit,7542.54,12342.52,Alice Johnson,35,Male,Credit,BR911,EUR,Completed,3.78,,20,375,8904.88,Employed
T000749,C9905,AC13040267,5/3/2022,Payment,2364.07,34386.3,John Doe,65,Female,Checking,BR534,EUR,Pending,2.38,6729.15,5,700,3902.89,Employed
T000750,C2062,AC86794548,6/16/2023,Withdrawal,9567.57,47068.98,Carol White,63,Female,Checking,BR541,GBP,Pending,3.78,23076.08,19,333,3817.03,Self-employed
T000751,C2976,AC57876337,7/22/2022,Withdrawal,1566.96,3292.51,John Doe,49,Male,Savings,BR317,USD,Failed,4.54,,13,797,9584.4,Unemployed
T000752,C2296,AC31217066,6/13/2023,Payment,6827.54,16662.95,Carol White,44,Female,Savings,BR321,GBP,Pending,2.89,28521.38,11,815,14805.13,Employed
T000753,C7229,AC84645629,12/13/2022,Withdrawal,2326.41,22470.66,Jane Smith,45,Male,Savings,BR772,GBP,Failed,2.53,,,627,3251.26,Employed
T000754,C8641,AC71468641,6/19/2023,Transfer,4370.67,45063.76,John Doe,35,Male,Savings,BR627,USD,Pending,2,9372.41,,397,5714.51,Employed
T000755,C1125,AC55658328,8/14/2023,Transfer,7219.68,48150.81,Jane Smith,56,Female,Checking,BR377,USD,Failed,3.42,,,665,13302.97,Unemployed
T000756,C5632,AC70644657,4/6/2022,Withdrawal,5676.91,22761.65,John Doe,66,Female,Credit,BR668,GBP,Failed,4.52,35464.98,,762,2939.54,Employed
T000757,C7288,AC28673436,5/26/2023,Transfer,4332.27,37751.39,Alice Johnson,46,Male,Savings,BR673,USD,Completed,2.3,,18,327,13386.51,Unemployed
T000758,C4596,AC85643942,4/15/2023,Deposit,3330.75,27051.39,Bob Brown,35,Female,Savings,BR974,EUR,Completed,2.58,49059.65,,685,8815.72,Unemployed
T000759,C7168,AC84044638,2/21/2023,Payment,8412.63,27351.36,Jane Smith,61,Male,Savings,BR565,EUR,Completed,2.63,,,572,7307.47,Unemployed
T000760,C8561,AC28144439,11/21/2022,Deposit,1523.76,14626.88,Carol White,25,Female,Credit,BR938,GBP,Completed,3.24,27195.96,1,426,6025.85,Self-employed
T000761,C9258,AC76984430,7/15/2023,Payment,4358.02,11630.86,Alice Johnson,48,Female,Savings,BR853,GBP,Failed,1.91,43579.75,,501,5862.52,Self-employed
T000762,C1232,AC96314161,10/18/2022,Withdrawal,9047.2,15112.26,John Doe,51,Male,Credit,BR701,USD,Pending,4.29,,9,820,5975.43,Unemployed
T000763,C7371,AC55587883,8/11/2022,Deposit,8473.91,28260.07,Jane Smith,24,Male,Checking,BR683,USD,Failed,2.18,25218.31,23,586,13502.44,Unemployed
T000764,C5206,AC14273445,1/1/2022,Withdrawal,4069.32,2428.6,John Doe,53,Male,Checking,BR937,GBP,Completed,3.82,17919.91,11,749,11409.34,Self-employed
T000765,C8943,AC72926675,1/3/2023,Withdrawal,7654.77,45455.2,John Doe,35,Female,Checking,BR129,GBP,Completed,3.05,9708.7,,387,10706.4,Self-employed
T000766,C7891,AC13184790,9/15/2022,Payment,8249.29,8657.9,John Doe,55,Male,Credit,BR458,EUR,Pending,3.34,39357.59,26,617,12383.74,Unemployed
T000767,C7738,AC43134205,1/27/2023,Payment,8899.99,11784.35,Bob Brown,26,Male,Savings,BR387,EUR,Completed,1.72,27985.64,,318,5342.49,Self-employed
T000768,C3472,AC89638835,5/6/2022,Payment,5490.61,26395.53,Bob Brown,26,Female,Savings,BR185,USD,Failed,3.94,,,406,10034.56,Employed
T000769,C3739,AC83790799,10/30/2022,Deposit,2124.16,35795.62,Carol White,63,Female,Savings,BR333,EUR,Failed,1.75,,,757,7980.86,Unemployed
T000770,C6401,AC19963441,5/9/2023,Transfer,2627.56,5690.72,Jane Smith,25,Male,Savings,BR846,USD,Failed,1.45,25715.18,8,610,12171.74,Unemployed
T000771,C2761,AC71647593,5/26/2023,Payment,3027.38,16567.04,Alice Johnson,68,Male,Savings,BR412,USD,Failed,3.19,,18,711,6020.33,Self-employed
T000772,C1876,AC70769147,2/8/2022,Payment,5978.64,48465.06,Alice Johnson,52,Male,Credit,BR464,USD,Failed,3.84,35281.3,16,797,10361.32,Employed
T000773,C4812,AC83798006,6/18/2022,Deposit,424.82,13854.81,Alice Johnson,35,Male,Checking,BR876,EUR,Pending,1.2,,,543,13468.76,Self-employed
T000774,C2460,AC36336263,4/14/2023,Payment,6396.82,16339.46,John Doe,22,Female,Savings,BR898,GBP,Failed,1.28,41754.54,,679,7227.96,Employed
T000775,C2733,AC14990961,1/15/2022,Deposit,3707.11,41988.43,Bob Brown,31,Female,Checking,BR938,GBP,Completed,4.21,13832.92,12,814,2866.09,Employed
T000776,C2605,AC13646804,8/14/2023,Withdrawal,3022.89,3460.51,Jane Smith,45,Male,Credit,BR368,EUR,Completed,4.24,14227.48,,506,8708.66,Unemployed
T000777,C6622,AC10647296,1/8/2022,Payment,8807.02,23766.05,John Doe,47,Male,Credit,BR797,GBP,Completed,1.98,34059.18,6,693,6497.64,Employed
T000778,C7767,AC61880950,11/26/2022,Payment,4654.02,19601.22,Bob Brown,21,Male,Savings,BR230,USD,Completed,3.46,,3,320,10738.93,Unemployed
T000779,C7986,AC80231815,12/18/2022,Withdrawal,1041.03,16512.75,Bob Brown,56,Female,Credit,BR902,GBP,Pending,2.77,,,826,14363.43,Employed
T000780,C4517,AC36844511,10/2/2022,Withdrawal,8284.79,14999.28,Jane Smith,37,Male,Checking,BR888,EUR,Completed,3.53,,,642,8312.91,Unemployed
T000781,C4735,AC77908965,1/31/2022,Withdrawal,571.65,5477.33,Jane Smith,42,Male,Savings,BR931,GBP,Pending,4.45,49969.85,2,501,8060.47,Employed
T000782,C9434,AC99763925,10/11/2022,Payment,7294.82,16426.47,Jane Smith,45,Female,Savings,BR450,USD,Completed,1.32,,,419,10509.6,Self-employed
T000783,C3590,AC32791342,3/25/2022,Transfer,7761.67,3109.57,John Doe,29,Female,Checking,BR279,USD,Pending,4.11,,22,688,3345.47,Employed
T000784,C2063,AC32015777,7/30/2022,Transfer,3590.77,39267.23,Carol White,19,Male,Savings,BR901,EUR,Pending,2.97,38281.39,3,836,5295.58,Self-employed
T000785,C5324,AC33116992,1/28/2023,Transfer,8265.4,20513.16,Jane Smith,60,Male,Savings,BR579,EUR,Pending,3.26,16142.85,,533,13946.73,Employed
T000786,C6342,AC52439798,11/25/2022,Payment,5205.03,22751.29,Carol White,31,Female,Checking,BR988,EUR,Completed,3.62,42509.28,1,619,10709.25,Employed
T000787,C1005,AC40555353,6/27/2022,Withdrawal,4686.61,44786.13,John Doe,39,Male,Savings,BR262,USD,Pending,4.69,,,479,2174.77,Unemployed
T000788,C8489,AC85230621,6/8/2023,Payment,549.49,33244.69,Carol White,48,Male,Savings,BR882,GBP,Failed,1.23,,1,667,4660.13,Employed
T000789,C9659,AC88929433,4/30/2023,Withdrawal,2971.29,1394.9,Alice Johnson,40,Female,Checking,BR987,GBP,Failed,1.12,8664.25,,375,10876.88,Employed
T000790,C9195,AC99588014,1/30/2022,Payment,9317,47215.57,Carol White,65,Female,Credit,BR195,EUR,Completed,1.71,,,795,11937.19,Employed
T000791,C6966,AC44831079,9/23/2022,Payment,3979.06,12620.08,Jane Smith,37,Female,Checking,BR873,GBP,Failed,4.95,30012.82,5,821,12918.17,Self-employed
T000792,C9837,AC89540080,2/9/2023,Withdrawal,5512.34,6273.1,John Doe,55,Male,Savings,BR609,GBP,Failed,3.86,,,500,5798.3,Unemployed
T000793,C1117,AC93149786,10/20/2022,Transfer,5367.01,38638.28,Jane Smith,21,Female,Checking,BR464,EUR,Failed,3.46,14476.06,,645,14103.37,Unemployed
T000794,C3551,AC71247832,1/10/2023,Withdrawal,5945.27,25523.39,Alice Johnson,32,Female,Savings,BR452,EUR,Completed,1.19,,16,782,9188.31,Employed
T000795,C6560,AC18704813,9/29/2022,Deposit,707.18,22254.76,Jane Smith,41,Male,Savings,BR899,USD,Completed,4.52,,,518,11055.01,Employed
T000796,C5289,AC63376963,11/7/2022,Deposit,3685.54,13225.65,Jane Smith,42,Male,Checking,BR535,USD,Failed,4.25,,12,359,9757.61,Self-employed
T000797,C1846,AC97030560,1/17/2023,Withdrawal,7258.97,27826.1,Jane Smith,18,Female,Savings,BR182,USD,Completed,3.66,15550.2,,849,3595.62,Employed
T000798,C7316,AC39461504,6/23/2022,Payment,2085.55,14444.85,Bob Brown,24,Female,Credit,BR324,USD,Pending,2.36,37922.36,3,520,14520.49,Unemployed
T000799,C7469,AC24497054,5/29/2022,Deposit,2115.43,45177.57,Alice Johnson,48,Male,Savings,BR511,GBP,Failed,1.28,16560.4,23,801,3597.38,Unemployed
T000800,C9915,AC21319247,4/2/2023,Deposit,199.9,11545.02,Jane Smith,29,Male,Checking,BR834,GBP,Completed,3.32,,2,432,5313.47,Self-employed
T000801,C1224,AC71585037,7/25/2022,Payment,4431.07,44333.4,Jane Smith,59,Female,Credit,BR217,USD,Completed,3.88,36080.06,7,352,12577.16,Self-employed
T000802,C5208,AC91022004,11/12/2022,Payment,8839.07,28410.87,Jane Smith,22,Female,Credit,BR581,USD,Failed,1.38,,,749,10041.76,Unemployed
T000803,C7283,AC56048559,2/12/2022,Transfer,613.82,41595.92,John Doe,61,Male,Savings,BR291,EUR,Completed,3.54,26669.28,21,361,12895.94,Self-employed
T000804,C3048,AC73072616,5/9/2022,Payment,1992.08,35929.45,Bob Brown,67,Female,Checking,BR690,GBP,Failed,2.15,28912.63,,322,8704.57,Employed
T000805,C7233,AC65160409,6/30/2023,Withdrawal,3169.84,35138.06,John Doe,59,Male,Savings,BR689,GBP,Completed,4.06,,11,343,6900.91,Employed
T000806,C2828,AC30717501,12/1/2022,Withdrawal,7344.07,16892.94,Bob Brown,55,Female,Savings,BR758,USD,Pending,3.16,,,346,13983.99,Self-employed
T000807,C2917,AC16851803,7/14/2023,Transfer,6442.29,12460.95,Jane Smith,29,Male,Checking,BR206,GBP,Failed,1.52,10939.23,14,323,2471.28,Unemployed
T000808,C5234,AC23045697,12/1/2022,Deposit,4217.84,11333.43,Alice Johnson,56,Male,Checking,BR481,EUR,Pending,3.11,48012.39,,388,13129.69,Self-employed
T000809,C7988,AC58120511,12/15/2022,Deposit,7614.78,43002.39,Carol White,35,Female,Savings,BR882,EUR,Failed,2.58,,,473,5000.63,Unemployed
T000810,C3026,AC82851397,9/15/2022,Payment,6135.35,41200.91,Carol White,19,Female,Credit,BR489,GBP,Completed,1.72,,11,418,13033.57,Self-employed
T000811,C4744,AC34101438,6/28/2023,Withdrawal,8970.8,22588.1,Jane Smith,27,Male,Savings,BR343,USD,Pending,4.37,29218.75,4,477,3809.56,Self-employed
T000812,C1009,AC46181576,7/13/2022,Deposit,8198.46,7487.83,John Doe,32,Female,Credit,BR684,GBP,Completed,1.04,,17,641,9542.85,Self-employed
T000813,C1260,AC12825896,8/10/2023,Transfer,2602.85,19730.36,Alice Johnson,47,Female,Savings,BR968,EUR,Failed,2.25,27264.08,,358,13545.4,Employed
T000814,C7038,AC20427148,12/5/2022,Transfer,2787.24,31347.83,Bob Brown,61,Female,Checking,BR567,USD,Failed,1.05,18498.83,,737,8156.02,Employed
T000815,C3219,AC14876872,9/9/2022,Withdrawal,1341.03,23265.75,Jane Smith,34,Male,Credit,BR965,GBP,Failed,1.38,12216.84,,727,11705.37,Unemployed
T000816,C8041,AC29397196,8/30/2022,Transfer,3435.95,39229.27,Alice Johnson,21,Female,Checking,BR637,USD,Failed,2.19,,,725,12460.73,Self-employed
T000817,C3060,AC41935646,1/30/2022,Transfer,9995.48,49883.52,Alice Johnson,24,Female,Checking,BR309,USD,Failed,1.22,46824.16,21,680,11574.42,Employed
T000818,C6287,AC94607464,12/12/2022,Withdrawal,4116.94,10365.47,Bob Brown,58,Male,Checking,BR703,EUR,Pending,3.39,11912.83,15,785,14029.29,Self-employed
T000819,C2619,AC75969098,8/15/2023,Payment,2282.84,23522.89,Alice Johnson,48,Female,Checking,BR736,USD,Failed,1.35,,8,484,7808.84,Unemployed
T000820,C9512,AC25099203,1/17/2022,Payment,7648.58,22118.21,John Doe,68,Female,Checking,BR172,GBP,Completed,3.81,,18,759,4250.63,Employed
T000821,C2342,AC75244261,7/6/2023,Transfer,5470.46,15920.13,John Doe,56,Male,Savings,BR734,USD,Pending,1.21,,,401,2621.54,Unemployed
T000822,C3832,AC72419437,12/7/2022,Payment,1581.05,10706.68,John Doe,51,Male,Credit,BR408,USD,Completed,1.24,18226.52,,314,5203.98,Employed
